C_CND_000050,2022-01-03,Pale White,22000,50,71,2,7
C_CND_000051,2022-01-03,Pale White,31000,51,311,2,35
C_CND_000052,2022-01-03,Black,27000,52,115,2,781
C_CND_000053,2022-01-03,Black,33000,53,424,2,229
C_CND_000054,2022-01-03,Pale White,14000,54,2073,1,2462
C_CND_000055,2022-01-03,Pale White,17000,55,145,1,25
C_CND_000056,2022-01-04,Pale White,25600,56,56,2,31
C_CND_000057,2022-01-04,Black,17000,57,1513,1,3
C_CND_000058,2022-01-04,Pale White,21000,58,10158,1,27
C_CND_000059,2022-01-04,Pale White,12000,59,62,1,11
C_CND_000060,2022-01-04,Pale White,17000,60,395,1,35
C_CND_000061,2022-01-04,Black,36000,61,61,1,49
C_CND_000062,2022-01-04,Pale White,17000,62,62,1,18
C_CND_000063,2022-01-04,Pale White,41000,63,614,1,291
C_CND_000064,2022-01-04,Black,14000,64,1260,2,75
C_CND_000065,2022-01-04,Pale White,31100,65,65,2,22
C_CND_000066,2022-01-04,Black,61000,66,112,2,52
C_CND_000067,2022-01-04,Black,26000,67,26,1,12
C_CND_000068,2022-01-04,Black,12000,68,636,1,34
C_CND_000069,2022-01-04,Pale White,42000,69,1921,2,7281
C_CND_000070,2022-01-04,Pale White,21000,70,117,2,3525
C_CND_000071,2022-01-05,Pale White,22600,71,71,2,79
C_CND_000072,2022-01-05,Pale White,45000,72,2758,1,21
C_CND_000073,2022-01-05,Black,25000,73,2439,1,36
C_CND_000074,2022-01-05,Pale White,62000,74,2031,2,2
C_CND_000075,2022-01-05,Black,22700,75,75,2,69
C_CND_000076,2022-01-05,Black,45000,76,219,2,19
C_CND_000077,2022-01-05,Black,17000,77,630,1,52
C_CND_000078,2022-01-05,Black,49000,78,1902,1,4
C_CND_000079,2022-01-05,Black,15000,79,1260,1,43
C_CND_000080,2022-01-05,Black,28000,80,5,2,20
C_CND_000081,2022-01-05,Pale White,46000,81,173,2,198
C_CND_000082,2022-01-05,Pale White,43000,82,1642,1,88
C_CND_000083,2022-01-05,Pale White,41000,83,901,2,21
C_CND_000084,2022-01-05,Pale White,45000,84,3653,2,56
C_CND_000085,2022-01-05,Pale White,22001,85,3469,1,2
C_CND_000086,2022-01-05,Pale White,25001,86,1004,1,69
C_CND_000087,2022-01-05,Pale White,12800,87,87,1,3
C_CND_000088,2022-01-05,Black,26000,88,505,2,27
C_CND_000089,2022-01-05,Black,18000,89,564,2,26
C_CND_000090,2022-01-05,Pale White,19000,90,1132,2,27
C_CND_000091,2022-01-05,Pale White,22500,91,263,1,7
C_CND_000092,2022-01-05,Pale White,21001,92,385,1,27
C_CND_000093,2022-01-05,Pale White,46500,93,1461,2,8
C_CND_000094,2022-01-05,Pale White,16000,94,505,2,41
C_CND_000095,2022-01-05,Black,39000,95,2391,2,1344
C_CND_000096,2022-01-05,Black,19000,96,249,1,103
C_CND_000097,2022-01-05,Black,26000,97,1670,2,1436
C_CND_000098,2022-01-05,Black,43000,98,224,1,84
C_CND_000099,2022-01-05,Pale White,54000,99,263,1,274
C_CND_000100,2022-01-05,Pale White,22000,100,1488,2,32
C_CND_000101,2022-01-06,Black,16001,101,137,2,27
C_CND_000102,2022-01-06,Black,16001,102,564,2,11
C_CND_000103,2022-01-06,Pale White,12000,103,4900,2,56
C_CND_000104,2022-01-06,Black,38000,104,3175,1,239
C_CND_000105,2022-01-06,Pale White,42000,105,1185,2,7
C_CND_000106,2022-01-06,Pale White,21000,106,330,2,88
C_CND_000107,2022-01-06,Black,49000,107,1513,2,12
C_CND_000108,2022-01-06,Pale White,21200,108,108,1,52
C_CND_000109,2022-01-06,Pale White,71000,109,617,1,593
C_CND_000110,2022-01-06,Pale White,17000,110,2453,2,174
C_CND_000111,2022-01-09,Pale White,57001,111,479,2,88
C_CND_000112,2022-01-09,Pale White,62001,112,112,2,22
C_CND_000113,2022-01-09,Black,69001,113,966,1,41
C_CND_000114,2022-01-09,Pale White,20001,114,262,1,18
C_CND_000115,2022-01-09,Black,27000,115,115,2,291
C_CND_000116,2022-01-09,Black,49000,116,1902,1,54
C_CND_000117,2022-01-09,Black,49000,117,117,1,4
C_CND_000118,2022-01-09,Black,12000,118,711,2,75
C_CND_000119,2022-01-09,Pale White,25000,119,614,1,1
C_CND_000120,2022-01-09,Pale White,42000,120,120,2,52
C_CND_000121,2022-01-09,Pale White,19000,121,1187,2,18
C_CND_000122,2022-01-09,Pale White,26750,122,122,1,43
C_CND_000123,2022-01-09,Pale White,31000,123,433,2,20
C_CND_000124,2022-01-09,Pale White,49000,124,841,1,75
C_CND_000125,2022-01-09,Black,15000,125,290,1,8
C_CND_000126,2022-01-09,Pale White,26000,126,2747,2,36
C_CND_000127,2022-01-09,Pale White,17000,127,3175,1,61
C_CND_000128,2022-01-09,Pale White,24000,128,1513,1,582
C_CND_000129,2022-01-09,Pale White,19000,129,1015,2,47
C_CND_000130,2022-01-09,Pale White,20000,130,2758,1,274
C_CND_000131,2022-01-10,Black,28501,131,5,2,43
C_CND_000132,2022-01-10,Pale White,15500,132,497,2,8
C_CND_000133,2022-01-10,Pale White,20000,133,2127,1,27
C_CND_000134,2022-01-10,Pale White,29000,134,263,1,23
C_CND_000135,2022-01-10,Pale White,12500,135,3226,2,291
C_CND_000136,2022-01-12,Pale White,16001,136,617,1,27
C_CND_000137,2022-01-12,Pale White,27250,137,137,2,7
C_CND_000138,2022-01-12,Black,11000,138,65,1,35
C_CND_000139,2022-01-12,Pale White,22001,139,263,1,22
C_CND_000140,2022-01-12,Pale White,22000,140,405,2,41
C_CND_000141,2022-01-12,Pale White,22000,141,3653,1,12
C_CND_000142,2022-01-12,Black,18000,142,145,1,36
C_CND_000143,2022-01-12,Pale White,27000,143,2630,1,2
C_CND_000144,2022-01-12,Pale White,25000,144,144,1,69
C_CND_000145,2022-01-12,Pale White,26500,145,145,1,19
C_CND_000146,2022-01-12,Black,69000,146,966,1,27
C_CND_000147,2022-01-12,Pale White,14150,147,147,1,7
C_CND_000148,2022-01-12,Pale White,28000,148,336,1,31
C_CND_000149,2022-01-12,Black,43000,149,2591,1,26
C_CND_000150,2022-01-12,Pale White,25000,150,738,1,27
C_CND_000151,2022-01-12,Pale White,12000,151,147,2,11
C_CND_000152,2022-01-12,Black,39000,152,2966,2,88
C_CND_000153,2022-01-12,Black,60500,153,433,2,1
C_CND_000154,2022-01-12,Pale White,16000,154,75,2,69
C_CND_000155,2022-01-12,Pale White,19000,155,2014,2,3
C_CND_000156,2022-01-12,Black,44000,156,122,1,27
C_CND_000157,2022-01-12,Pale White,71000,157,5633,1,7
C_CND_000158,2022-01-12,Pale White,25000,158,1642,1,88
C_CND_000159,2022-01-12,Black,18000,159,117,2,1
C_CND_000160,2022-01-12,Pale White,22000,160,907,1,579
C_CND_000161,2022-01-12,Pale White,41000,161,2321,1,79
C_CND_000162,2022-01-12,Black,49000,162,1902,1,22
C_CND_000163,2022-01-12,Pale White,19000,163,75,2,582
C_CND_000164,2022-01-12,Black,21000,164,738,1,84
C_CND_000165,2022-01-12,Black,22000,165,824,2,43
C_CND_000166,2022-01-13,Pale White,16000,166,166,1,26
C_CND_000167,2022-01-13,Pale White,45000,167,4117,2,27
C_CND_000168,2022-01-13,Black,11650,168,65,1,7
C_CND_000169,2022-01-13,Pale White,26000,169,660,1,35
C_CND_000170,2022-01-13,Black,36000,170,56,1,8
C_CND_000171,2022-01-13,Pale White,82000,171,891,1,56
C_CND_000172,2022-01-13,Pale White,24000,172,2453,2,23
C_CND_000173,2022-01-13,Pale White,11800,173,173,1,90
C_CND_000174,2022-01-13,Pale White,27500,174,260,2,2
C_CND_000175,2022-01-13,Pale White,36000,175,899,2,31
C_CND_000176,2022-01-13,Pale White,20000,176,2758,1,19
C_CND_000177,2022-01-13,Pale White,17000,177,395,1,27
C_CND_000178,2022-01-13,Pale White,16900,178,75,2,2
C_CND_000179,2022-01-13,Pale White,46500,179,2405,2,69
C_CND_000180,2022-01-13,Black,14000,180,62,2,26
C_CND_000181,2022-01-13,Black,16000,181,636,1,27
C_CND_000182,2022-01-13,Black,22000,182,2600,1,6
C_CND_000183,2022-01-13,Pale White,20000,183,49,2,593
C_CND_000184,2022-01-13,Pale White,14200,184,184,1,95
C_CND_000185,2022-01-13,Pale White,51000,185,870,2,7281
C_CND_000186,2022-01-17,Pale White,19000,186,117,1,22
C_CND_000187,2022-01-17,Pale White,31000,187,711,2,41
C_CND_000188,2022-01-17,Pale White,32000,188,24,2,12
C_CND_000189,2022-01-17,Pale White,31000,189,1972,2,43
C_CND_000190,2022-01-17,Pale White,14000,190,147,1,3
C_CND_000191,2022-01-17,Black,25000,191,1260,1,27
C_CND_000192,2022-01-17,Pale White,46000,192,901,2,18
C_CND_000193,2022-01-17,Black,39500,193,1311,2,43
C_CND_000194,2022-01-17,Black,39000,194,686,2,11
C_CND_000195,2022-01-17,Black,31000,195,738,2,35
C_CND_000196,2022-01-17,Pale White,41000,196,1258,1,1
C_CND_000197,2022-01-17,Pale White,22000,197,505,2,41
C_CND_000198,2022-01-17,Black,22000,198,1642,1,7
C_CND_000199,2022-01-17,Pale White,41000,199,26,2,88
C_CND_000200,2022-01-17,Pale White,21000,200,2758,1,1
C_CND_000201,2022-01-17,Black,26000,201,395,1,52
C_CND_000202,2022-01-17,Pale White,31000,202,3015,2,3525
C_CND_000203,2022-01-17,Pale White,19000,203,989,2,30
C_CND_000204,2022-01-17,Pale White,13000,204,841,1,1522
C_CND_000205,2022-01-17,Black,33000,205,963,2,75
C_CND_000206,2022-01-19,Pale White,61000,206,2747,1,6
C_CND_000207,2022-01-19,Black,21000,207,4900,2,79
C_CND_000208,2022-01-19,Pale White,16000,208,263,1,4
C_CND_000209,2022-01-19,Pale White,15000,209,1132,2,75
C_CND_000210,2022-01-19,Pale White,27000,210,503,1,18
C_CND_000211,2022-01-19,Pale White,13500,211,503,2,43
C_CND_000212,2022-01-19,Black,9250,212,6343,2,18
C_CND_000213,2022-01-19,Pale White,31000,213,1642,2,43
C_CND_000214,2022-01-19,Pale White,32000,214,503,2,25
C_CND_000215,2022-01-19,Pale White,29500,215,1921,2,3642
C_CND_000216,2022-01-21,Pale White,14000,216,899,1,88
C_CND_000217,2022-01-21,Pale White,18501,217,217,2,1
C_CND_000218,2022-01-21,Pale White,17001,218,145,1,41
C_CND_000219,2022-01-21,Pale White,12500,219,219,1,18
C_CND_000220,2022-01-21,Black,21000,220,738,1,43
C_CND_000221,2022-01-21,Pale White,62000,221,738,2,8
C_CND_000222,2022-01-21,Black,11000,222,1327,2,36
C_CND_000223,2022-01-21,Pale White,20000,223,217,1,23
C_CND_000224,2022-01-21,Pale White,21200,224,224,2,31
C_CND_000225,2022-01-21,Black,29000,225,1078,1,3
C_CND_000226,2022-01-21,Pale White,17000,226,433,2,27
C_CND_000227,2022-01-21,Pale White,27000,227,2054,2,7
C_CND_000228,2022-01-21,Black,36000,228,1921,1,88
C_CND_000229,2022-01-21,Black,19000,229,1111,2,22
C_CND_000230,2022-01-21,Pale White,18000,230,217,2,41
C_CND_000231,2022-01-21,Pale White,15000,231,108,2,12
C_CND_000232,2022-01-21,Pale White,24000,232,61,1,75
C_CND_000233,2022-01-21,Black,16000,233,1840,2,19
C_CND_000234,2022-01-21,Pale White,29000,234,1327,2,27
C_CND_000235,2022-01-21,Pale White,19000,235,2014,2,7
C_CND_000236,2022-01-21,Black,22000,236,957,1,313
C_CND_000237,2022-01-21,Pale White,23500,237,26,2,3525
C_CND_000238,2022-01-21,Pale White,36000,238,460,2,30
C_CND_000239,2022-01-21,Pale White,19000,239,2014,2,1522
C_CND_000240,2022-01-21,Pale White,53000,240,61,2,41
C_CND_000241,2022-01-23,Black,28000,241,1358,2,4
C_CND_000242,2022-01-23,Black,60750,242,147,2,79
C_CND_000243,2022-01-23,Pale White,42000,243,108,2,18
C_CND_000244,2022-01-23,Pale White,31000,244,433,1,75
C_CND_000245,2022-01-23,Pale White,62000,245,2031,2,12
C_CND_000246,2022-01-23,Black,39500,246,1311,2,43
C_CND_000247,2022-01-23,Pale White,24001,247,61,1,21
C_CND_000248,2022-01-23,Pale White,15000,248,62,2,56
C_CND_000249,2022-01-23,Black,19000,249,249,1,25
C_CND_000250,2022-01-23,Pale White,35000,250,250,2,27
C_CND_000251,2022-01-24,Pale White,21000,251,290,1,8
C_CND_000252,2022-01-24,Pale White,20000,252,49,2,88
C_CND_000253,2022-01-24,Black,18500,253,253,1,20
C_CND_000254,2022-01-24,Pale White,45000,254,3653,2,41
C_CND_000255,2022-01-24,Pale White,12000,255,147,2,17
C_CND_000256,2022-01-26,Pale White,21500,256,256,1,22
C_CND_000257,2022-01-26,Pale White,17000,257,1921,1,36
C_CND_000258,2022-01-26,Pale White,46000,258,3653,2,7
C_CND_000259,2022-01-26,Pale White,41100,259,259,2,69
C_CND_000260,2022-01-26,Pale White,22500,260,260,1,3525
C_CND_000261,2022-01-27,Black,9000,261,617,2,52
C_CND_000262,2022-01-27,Pale White,20200,262,262,1,18
C_CND_000263,2022-01-27,Pale White,59000,263,263,1,43
C_CND_000264,2022-01-27,Black,22000,264,354,1,6
C_CND_000265,2022-01-27,Pale White,57000,265,479,2,41
C_CND_000266,2022-01-27,Pale White,25500,266,3653,2,18
C_CND_000267,2022-01-27,Black,18000,267,145,1,43
C_CND_000268,2022-01-27,Pale White,27000,268,2630,1,6
C_CND_000269,2022-01-27,Pale White,22000,269,260,1,35
C_CND_000270,2022-01-27,Pale White,82000,270,565,1,1
C_CND_000271,2022-01-27,Pale White,15000,271,370,2,52
C_CND_000272,2022-01-27,Pale White,31000,272,1078,2,18
C_CND_000273,2022-01-27,Pale White,13000,273,503,2,43
C_CND_000274,2022-01-27,Pale White,17000,274,1004,2,6
C_CND_000275,2022-01-27,Pale White,46000,275,1187,2,75
C_CND_000276,2022-01-27,Pale White,19100,276,276,2,21
C_CND_000277,2022-01-27,Pale White,10000,277,1488,2,239
C_CND_000278,2022-01-27,Black,42000,278,891,1,1522
C_CND_000279,2022-01-27,Black,18000,279,117,2,241
C_CND_000280,2022-01-27,Pale White,25000,280,184,2,260
C_CND_000281,2022-01-28,Black,22000,281,75,2,69
C_CND_000282,2022-01-28,Black,25000,282,3000,1,11
C_CND_000283,2022-01-28,Pale White,23000,283,112,1,43
C_CND_000284,2022-01-28,Pale White,33000,284,75,2,1
C_CND_000285,2022-01-28,Pale White,25000,285,147,1,274
C_CND_000286,2022-01-30,Black,43000,286,224,1,43
C_CND_000287,2022-01-30,Pale White,21001,287,564,1,6
C_CND_000288,2022-01-30,Pale White,11501,288,2014,1,75
C_CND_000289,2022-01-30,Pale White,32000,289,503,2,21
C_CND_000290,2022-01-30,Black,20000,290,290,1,56
C_CND_000291,2022-01-30,Black,9000,291,503,2,23
C_CND_000292,2022-01-30,Pale White,29000,292,1327,2,27
C_CND_000293,2022-01-30,Pale White,17000,293,62,1,7
C_CND_000294,2022-01-30,Pale White,27000,294,294,1,88
C_CND_000295,2022-01-30,Pale White,54000,295,2630,1,23
C_CND_000296,2022-01-30,Black,33000,296,424,2,69
C_CND_000297,2022-01-30,Pale White,27500,297,297,1,21
C_CND_000298,2022-01-30,Pale White,14000,298,184,1,291
C_CND_000299,2022-01-30,Black,41000,299,2453,2,81
C_CND_000300,2022-01-30,Pale White,22000,300,966,1,145
C_CND_000301,2022-01-31,Pale White,24000,301,1481,1,88
C_CND_000302,2022-01-31,Pale White,24250,302,302,1,22
C_CND_000303,2022-01-31,Pale White,37000,303,144,1,52
C_CND_000304,2022-01-31,Pale White,54500,304,304,1,18
C_CND_000305,2022-01-31,Pale White,46000,305,1187,2,43
C_CND_000306,2022-01-31,Pale White,37000,306,311,1,6
C_CND_000307,2022-01-31,Black,26000,307,26,1,56
C_CND_000308,2022-01-31,Pale White,21000,308,330,2,2
C_CND_000309,2022-01-31,Pale White,41000,309,259,2,31
C_CND_000310,2022-01-31,Black,12000,310,249,1,20
C_CND_000311,2022-01-31,Pale White,25100,311,311,1,75
C_CND_000312,2022-01-31,Black,34000,312,1078,1,8
C_CND_000313,2022-01-31,Pale White,34000,313,5633,1,155
C_CND_000314,2022-01-31,Pale White,39000,314,865,2,1556
C_CND_000315,2022-01-31,Black,33000,315,424,2,260
C_CND_000316,2022-02-03,Pale White,33000,316,1111,1,31
C_CND_000317,2022-02-03,Black,18000,317,145,1,26
C_CND_000318,2022-02-03,Pale White,21000,318,224,2,27
C_CND_000319,2022-02-03,Pale White,39000,319,219,2,7
C_CND_000320,2022-02-03,Pale White,25000,320,3583,1,88
C_CND_000321,2022-02-03,Pale White,46000,321,321,2,1
C_CND_000322,2022-02-03,Pale White,13500,322,1015,1,75
C_CND_000323,2022-02-03,Pale White,21000,323,87,2,21
C_CND_000324,2022-02-03,Pale White,13000,324,290,1,36
C_CND_000325,2022-02-03,Black,43000,325,966,1,2
C_CND_000326,2022-02-03,Pale White,22000,326,260,1,31
C_CND_000327,2022-02-03,Black,26000,327,302,2,3
C_CND_000328,2022-02-03,Pale White,12000,328,623,2,43
C_CND_000329,2022-02-03,Pale White,22000,329,259,1,4
C_CND_000330,2022-02-03,Pale White,21900,330,330,2,31
C_CND_000331,2022-02-03,Pale White,45000,331,2924,2,705
C_CND_000332,2022-02-03,Pale White,71000,332,370,1,27
C_CND_000333,2022-02-03,Pale White,13000,333,841,1,11
C_CND_000334,2022-02-03,Pale White,14000,334,899,1,56
C_CND_000335,2022-02-03,Pale White,13000,335,1015,1,2
C_CND_000336,2022-02-03,Pale White,28000,336,336,1,69
C_CND_000337,2022-02-03,Pale White,14000,337,475,1,3
C_CND_000338,2022-02-03,Pale White,31000,338,6343,1,27
C_CND_000339,2022-02-03,Pale White,29200,339,1327,2,7
C_CND_000340,2022-02-03,Black,42000,340,3802,1,274
C_CND_000341,2022-02-03,Black,18000,341,3235,1,1228
C_CND_000342,2022-02-03,Pale White,13000,342,1260,1,593
C_CND_000343,2022-02-03,Black,85000,343,433,1,174
C_CND_000344,2022-02-03,Pale White,43000,344,1176,1,175
C_CND_000345,2022-02-03,Pale White,43500,345,2405,1,176
C_CND_000346,2022-02-06,Black,36000,346,921,1,52
C_CND_000347,2022-02-06,Pale White,16000,347,347,1,12
C_CND_000348,2022-02-06,Pale White,31000,348,276,2,43
C_CND_000349,2022-02-06,Black,16000,349,405,2,4
C_CND_000350,2022-02-06,Pale White,14000,350,870,1,75
C_CND_000351,2022-02-06,Black,24000,351,1488,2,8
C_CND_000352,2022-02-06,Pale White,39000,352,906,2,36
C_CND_000353,2022-02-06,Pale White,14500,353,5,1,23
C_CND_000354,2022-02-06,Pale White,20000,354,354,2,69
C_CND_000355,2022-02-06,Pale White,16500,355,173,1,26
C_CND_000356,2022-02-06,Pale White,31000,356,503,2,75
C_CND_000357,2022-02-06,Black,21000,357,738,1,21
C_CND_000358,2022-02-06,Pale White,21000,358,117,2,56
C_CND_000359,2022-02-06,Black,85600,359,260,1,2
C_CND_000360,2022-02-06,Black,23000,360,825,2,95
C_CND_000361,2022-02-06,Pale White,21000,361,497,1,26
C_CND_000362,2022-02-06,Pale White,24000,362,686,1,27
C_CND_000363,2022-02-06,Black,22000,363,4271,2,12
C_CND_000364,2022-02-06,Black,25000,364,3000,1,88
C_CND_000365,2022-02-06,Pale White,22500,365,1139,1,22
C_CND_000366,2022-02-06,Pale White,19000,366,992,2,52
C_CND_000367,2022-02-06,Pale White,27000,367,1139,2,18
C_CND_000368,2022-02-06,Pale White,18000,368,2966,2,43
C_CND_000369,2022-02-06,Black,75000,369,2127,1,6
C_CND_000370,2022-02-06,Pale White,71500,370,370,1,75
C_CND_000371,2022-02-06,Pale White,61500,371,371,1,8
C_CND_000372,2022-02-06,Pale White,21500,372,117,2,56
C_CND_000373,2022-02-06,Pale White,25000,373,2966,1,21
C_CND_000374,2022-02-06,Pale White,29000,374,957,1,56
C_CND_000375,2022-02-06,Black,12000,375,711,2,23
C_CND_000376,2022-02-06,Black,23000,376,825,2,36
C_CND_000377,2022-02-06,Pale White,19000,377,117,1,19
C_CND_000378,2022-02-06,Pale White,19500,378,2014,2,27
C_CND_000379,2022-02-06,Pale White,21000,379,117,2,11
C_CND_000380,2022-02-06,Pale White,20000,380,217,1,35
C_CND_000381,2022-02-06,Pale White,29001,381,865,1,291
C_CND_000382,2022-02-06,Black,25500,382,1260,1,583
C_CND_000383,2022-02-06,Pale White,19000,383,825,2,1578
C_CND_000384,2022-02-06,Black,24000,384,145,2,291
C_CND_000385,2022-02-06,Pale White,20000,385,385,1,197
C_CND_000386,2022-02-06,Black,19000,386,2405,2,3642
C_CND_000387,2022-02-06,Pale White,37000,387,144,1,198
C_CND_000388,2022-02-06,Pale White,17000,388,395,1,303
C_CND_000389,2022-02-06,Black,29500,389,112,1,1344
C_CND_000390,2022-02-06,Pale White,46000,390,2966,2,46
C_CND_000391,2022-02-07,Black,45000,391,580,2,3
C_CND_000392,2022-02-07,Pale White,25000,392,1642,1,27
C_CND_000393,2022-02-07,Black,25000,393,3235,1,18
C_CND_000394,2022-02-07,Pale White,14000,394,262,1,27
C_CND_000395,2022-02-07,Pale White,19000,395,395,2,23
C_CND_000396,2022-02-07,Pale White,12000,396,3802,1,69
C_CND_000397,2022-02-07,Pale White,17000,397,145,1,2
C_CND_000398,2022-02-07,Black,26000,398,1670,2,31
C_CND_000399,2022-02-07,Black,27000,399,636,1,1436
C_CND_000400,2022-02-07,Pale White,19000,400,992,2,288
C_CND_000401,2022-02-08,Pale White,29000,401,219,1,75
C_CND_000402,2022-02-08,Black,14000,402,62,2,8
C_CND_000403,2022-02-08,Black,60000,403,433,2,56
C_CND_000404,2022-02-08,Pale White,14000,404,302,1,23
C_CND_000405,2022-02-08,Pale White,22500,405,405,2,79
C_CND_000406,2022-02-08,Black,22000,406,117,1,8
C_CND_000407,2022-02-08,Pale White,24000,407,1513,1,56
C_CND_000408,2022-02-08,Black,43500,408,224,1,23
C_CND_000409,2022-02-08,Black,29000,409,1078,1,43
C_CND_000410,2022-02-08,Pale White,42000,410,1449,2,4
C_CND_000411,2022-02-08,Black,19000,411,988,1,79
C_CND_000412,2022-02-08,Pale White,14000,412,184,1,21
C_CND_000413,2022-02-08,Black,18000,413,891,1,43
C_CND_000414,2022-02-08,Black,9000,414,6343,2,4
C_CND_000415,2022-02-08,Pale White,26000,415,3175,1,69
C_CND_000416,2022-02-08,Pale White,13000,416,435,1,26
C_CND_000417,2022-02-08,Pale White,24000,417,302,1,95
C_CND_000418,2022-02-08,Pale White,46000,418,395,2,7281
C_CND_000419,2022-02-08,Pale White,39000,419,2747,2,3525
C_CND_000420,2022-02-08,Pale White,24000,420,5,2,49
C_CND_000421,2022-02-09,Pale White,19000,421,1449,2,12
C_CND_000422,2022-02-09,Black,28001,422,899,2,43
C_CND_000423,2022-02-09,Black,60001,423,147,2,6
C_CND_000424,2022-02-09,Pale White,22001,424,424,1,75
C_CND_000425,2022-02-09,Pale White,22001,425,497,2,8
C_CND_000426,2022-02-09,Pale White,22000,426,1139,1,69
C_CND_000427,2022-02-09,Pale White,21500,427,117,2,26
C_CND_000428,2022-02-09,Black,25000,428,2026,1,27
C_CND_000429,2022-02-09,Black,85000,429,1311,1,7
C_CND_000430,2022-02-09,Pale White,21000,430,686,1,88
C_CND_000431,2022-02-09,Black,24000,431,145,2,1
C_CND_000432,2022-02-09,Black,44000,432,1527,1,52
C_CND_000433,2022-02-09,Pale White,31500,433,433,1,12
C_CND_000434,2022-02-09,Pale White,46000,434,395,2,43
C_CND_000435,2022-02-09,Black,22100,435,435,1,20
C_CND_000436,2022-02-09,Pale White,21000,436,988,1,27
C_CND_000437,2022-02-09,Pale White,14000,437,224,1,11
C_CND_000438,2022-02-09,Black,18000,438,564,2,35
C_CND_000439,2022-02-09,Black,16000,439,1004,2,1
C_CND_000440,2022-02-09,Black,18000,440,1176,2,41
C_CND_000441,2022-02-09,Black,36000,441,1513,1,1522
C_CND_000442,2022-02-09,Pale White,10000,442,1311,2,305
C_CND_000443,2022-02-09,Black,45000,443,865,2,1662
C_CND_000444,2022-02-09,Pale White,45000,444,144,2,3642
C_CND_000445,2022-02-09,Pale White,21100,445,87,2,313
C_CND_000446,2022-02-10,Black,28001,446,5,2,36
C_CND_000447,2022-02-10,Pale White,25000,447,3000,2,22
C_CND_000448,2022-02-10,Black,26000,448,505,2,79
C_CND_000449,2022-02-10,Pale White,15000,449,147,1,12
C_CND_000450,2022-02-10,Black,21000,450,519,2,36
C_CND_000451,2022-02-14,Pale White,31001,451,711,2,2
C_CND_000452,2022-02-14,Pale White,21001,452,988,1,31
C_CND_000453,2022-02-14,Black,22001,453,957,1,3
C_CND_000454,2022-02-14,Pale White,38000,454,75,2,27
C_CND_000455,2022-02-14,Black,26000,455,505,2,12
